complaint_id,labeler_name,unfairness_type,justice_violation,severity,created_at
12054372,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:42.440548+00:00
12059449,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,medium,2026-04-25T18:58:47.906225+00:00
12071097,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:37.560609+00:00
12090909,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:35.266944+00:00
12100609,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:59.022337+00:00
12102243,google__gemini-2.5-flash-lite,"[""none_other""]",procedural,medium,2026-04-25T18:59:02.639346+00:00
12103287,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",distributive,high,2026-04-25T18:58:46.287550+00:00
12107841,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,medium,2026-04-25T18:58:47.090849+00:00
12119764,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:45.913051+00:00
12126609,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",distributive,medium,2026-04-25T18:58:48.466031+00:00
12126622,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:51.062129+00:00
12131233,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""none_other""]",procedural,medium,2026-04-25T18:59:03.211345+00:00
12135137,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""unethical_collections""]",procedural,high,2026-04-25T18:58:33.256469+00:00
12138007,google__gemini-2.5-flash-lite,"[""delay"", ""none_other""]",procedural,medium,2026-04-25T18:58:56.010701+00:00
12138388,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""none_other""]",procedural,medium,2026-04-25T18:59:01.326221+00:00
12139767,google__gemini-2.5-flash-lite,"[""delay""]",procedural,high,2026-04-25T18:58:39.222067+00:00
12147768,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",procedural,medium,2026-04-24T15:13:52.815689+00:00
12151870,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,medium,2026-04-25T18:58:36.983111+00:00
12164886,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:36.513438+00:00
12166343,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",distributive,high,2026-04-25T18:58:56.388968+00:00
12183287,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:58.037830+00:00
12193044,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:44.266798+00:00
12220824,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:46.261653+00:00
12222853,google__gemini-2.5-flash-lite,"[""none_other""]",distributive,medium,2026-04-25T18:58:42.375182+00:00
12243071,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:52.747648+00:00
12245465,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",distributive,medium,2026-04-25T18:58:55.180221+00:00
12265086,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:33.431826+00:00
12270204,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""unethical_collections""]",procedural,medium,2026-04-25T18:58:52.366559+00:00
12277172,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:51.504085+00:00
12297398,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:46.533481+00:00
12314619,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,high,2026-04-24T15:13:52.846749+00:00
12314688,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,high,2026-04-25T18:58:32.624043+00:00
12323815,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:38.920012+00:00
12323970,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:59.399776+00:00
12329307,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:47.091375+00:00
12332364,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:43.998457+00:00
12341377,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:49.030634+00:00
12349846,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:34.360187+00:00
12349984,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:35.579956+00:00
12350348,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:42.902279+00:00
12365397,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:51.259974+00:00
12366382,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,high,2026-04-25T18:58:43.978918+00:00
12367375,google__gemini-2.5-flash-lite,"[""delay""]",procedural,high,2026-04-25T18:58:35.405233+00:00
12368440,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:59:03.601839+00:00
12384425,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:41.016313+00:00
12402909,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:36.843097+00:00
12408616,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",distributive,high,2026-04-25T18:58:33.325250+00:00
12409264,google__gemini-2.5-flash-lite,"[""excessive_charge""]",distributive,medium,2026-04-25T18:58:46.798689+00:00
12411531,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:49.933433+00:00
12413457,google__gemini-2.5-flash-lite,"[""none_other""]",distributive,low,2026-04-25T18:58:46.847445+00:00
12419844,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",distributive,high,2026-04-25T18:59:04.153607+00:00
12420096,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:39.447028+00:00
12447349,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,medium,2026-04-25T18:58:38.056678+00:00
12451128,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:59.891637+00:00
12454425,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:51.707266+00:00
12456486,google__gemini-2.5-flash-lite,"[""delay"", ""excessive_charge""]",procedural,high,2026-04-24T15:16:06.676133+00:00
12463292,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",distributive,high,2026-04-25T18:58:45.225457+00:00
12486843,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:34.727542+00:00
12497140,google__gemini-2.5-flash-lite,"[""excessive_charge""]",distributive,high,2026-04-25T18:58:42.072636+00:00
12499018,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:59:02.783386+00:00
12501015,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,high,2026-04-25T18:58:32.212805+00:00
12501071,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:56.610448+00:00
12502572,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",distributive,high,2026-04-25T18:58:39.559840+00:00
12503272,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:37.348429+00:00
12507673,google__gemini-2.5-flash-lite,"[""excessive_charge""]",procedural,high,2026-04-25T18:58:35.257631+00:00
12508961,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:59:01.988328+00:00
12535022,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,high,2026-04-25T18:58:32.274232+00:00
12537166,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,medium,2026-04-25T18:58:51.504666+00:00
12554943,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,medium,2026-04-25T18:58:40.646254+00:00
12559400,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:46.841030+00:00
12569382,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:54.154136+00:00
12584925,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:58.316437+00:00
12623596,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",distributive,high,2026-04-25T18:58:52.617983+00:00
12624818,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:58.332633+00:00
12651990,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:57.108157+00:00
12654170,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:34.498334+00:00
12654706,google__gemini-2.5-flash-lite,"[""excessive_charge""]",procedural,high,2026-04-25T18:58:54.963372+00:00
12658362,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:42.156558+00:00
12658774,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:40.673715+00:00
12659590,google__gemini-2.5-flash-lite,"[""excessive_charge""]",procedural,high,2026-04-25T18:58:59.375347+00:00
12670079,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,high,2026-04-25T18:58:37.349001+00:00
12684462,google__gemini-2.5-flash-lite,"[""excessive_charge""]",distributive,high,2026-04-25T18:58:51.237274+00:00
12688053,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""unethical_collections""]",procedural,medium,2026-04-25T18:58:52.626378+00:00
12689414,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:37.914363+00:00
12709190,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",distributive,high,2026-04-25T18:58:54.931038+00:00
12722351,google__gemini-2.5-flash-lite,"[""excessive_charge""]",procedural,medium,2026-04-25T18:58:34.479442+00:00
12730057,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""none_other""]",procedural,high,2026-04-25T18:59:00.767637+00:00
12750249,google__gemini-2.5-flash-lite,"[""excessive_charge""]",distributive,medium,2026-04-25T18:58:46.349863+00:00
12765836,google__gemini-2.5-flash-lite,"[""delay""]",procedural,high,2026-04-25T18:58:54.377740+00:00
12768623,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,low,2026-04-25T18:58:37.875638+00:00
12772643,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:39.672810+00:00
12773820,google__gemini-2.5-flash-lite,"[""delay"", ""excessive_charge""]",procedural,high,2026-04-25T18:58:48.117796+00:00
12785127,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:32.295456+00:00
12801199,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,medium,2026-04-25T18:58:34.281387+00:00
12809459,google__gemini-2.5-flash-lite,"[""delay""]",procedural,high,2026-04-24T15:16:06.630842+00:00
12813605,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:45.582784+00:00
12820055,google__gemini-2.5-flash-lite,"[""delay""]",procedural,high,2026-04-25T18:58:37.349495+00:00
12826333,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:59:03.713382+00:00
12831361,google__gemini-2.5-flash-lite,"[""delay"", ""unaware_of_charge""]",procedural,high,2026-04-25T18:58:42.110880+00:00
12832561,google__gemini-2.5-flash-lite,"[""unethical_collections"", ""none_other""]",interactional,high,2026-04-25T18:58:34.205991+00:00
12843055,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:59.409461+00:00
12852228,google__gemini-2.5-flash-lite,"[""delay""]",procedural,high,2026-04-25T18:58:51.039731+00:00
12852514,google__gemini-2.5-flash-lite,"[""delay""]",procedural,medium,2026-04-25T18:58:57.528415+00:00
12855049,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,medium,2026-04-25T18:58:45.089266+00:00
12856474,google__gemini-2.5-flash-lite,"[""delay"", ""excessive_charge""]",procedural,high,2026-04-25T18:58:41.023440+00:00
12857585,google__gemini-2.5-flash-lite,"[""excessive_charge"", ""delay""]",procedural,high,2026-04-25T18:58:40.728078+00:00
12861607,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""delay""]",procedural,high,2026-04-25T18:58:55.504450+00:00
12867821,google__gemini-2.5-flash-lite,"[""unaware_of_charge""]",procedural,high,2026-04-25T18:58:33.006452+00:00
12882439,google__gemini-2.5-flash-lite,"[""delay""]",distributive,high,2026-04-25T18:58:45.403878+00:00
12883263,google__gemini-2.5-flash-lite,"[""none_other""]",distributive,high,2026-04-24T15:13:52.751420+00:00
12887026,google__gemini-2.5-flash-lite,"[""unaware_of_charge"", ""excessive_charge""]",procedural,high,2026-04-25T18:59:00.676750+00:00
